"year","id","wage","hours","emp","treat","female","IQ","KWW","educ","exper","tenure","age","married","black","south","urban","sibs","brthord","meduc","feduc"
2005,943,788,40,1,0,0,100,23,11,15,6,32,1,1,1,0,5,NA,9,NA
2005,944,566,45,1,0,0,104,46,16,5,2,32,1,0,1,0,1,2,12,12
2005,945,485,40,1,0,0,120,43,12,11,1,30,1,1,1,1,6,6,NA,NA
2005,946,2078.25,50,1,0,1,134,45,18,6,7,34,1,0,0,1,4,3,16,16
2005,947,537,40,1,0,0,97,32,12,14,8,31,0,1,0,1,2,1,11,NA
2005,948,1400,40,1,0,0,92,34,12,15,5,36,1,0,1,1,2,1,6,2
2005,949,962,55,1,0,0,108,45,12,19,21,36,1,0,0,1,3,1,8,8
2005,950,357,70,1,0,0,97,34,14,6,3,28,1,0,1,0,1,2,13,16
2005,951,360,55,1,0,0,110,44,13,11,1,38,0,1,0,1,4,NA,12,8
2005,952,679.5,40,1,0,1,120,40,14,16,2,37,1,0,0,1,5,1,12,12
2005,953,1000,40,1,0,0,107,32,12,17,18,35,1,0,1,0,5,1,NA,NA
2005,954,360,40,1,0,1,59,28,10,11,5,34,0,0,0,1,0,1,8,6
2005,955,0,0,0,0,1,115,38,17,7,9,31,1,0,1,1,2,1,12,16
2005,956,1125,60,1,0,1,124,20,16,6,6,29,1,0,1,0,2,NA,12,10
2005,957,1201.5,60,1,0,1,110,45,15,14,1,37,1,0,0,1,5,1,14,12
2005,958,1424.25,40,1,0,1,127,49,18,9,14,36,0,0,0,1,0,1,10,NA
2005,959,533,30,1,0,0,65,21,12,5,1,32,0,1,0,1,5,1,11,12
2005,960,1200,40,1,0,0,109,42,15,7,8,33,1,0,0,1,2,1,11,12
2005,961,481.5,45,1,0,1,93,18,12,12,7,30,1,1,1,1,1,2,6,6
2005,962,879,70,1,0,0,90,43,12,17,10,35,0,0,0,1,1,2,12,16
2005,963,800,40,1,0,0,112,39,12,15,3,34,1,0,0,1,6,4,7,NA
2005,964,670,40,1,0,0,88,27,12,9,2,29,1,0,0,1,7,3,10,8
2005,965,384.75,40,1,0,1,104,40,16,8,10,33,1,0,1,0,5,2,12,10
2005,966,788,40,1,0,0,96,42,12,13,5,36,1,0,1,1,4,1,12,12
2005,967,793.5,45,1,0,1,98,45,14,14,15,34,1,0,0,0,2,3,NA,NA
2005,968,600,40,1,0,0,106,32,13,10,11,28,1,0,0,1,6,NA,8,7
2005,969,806.25,40,1,0,1,115,28,14,9,10,30,1,0,0,0,2,1,12,10
2005,970,1000,60,1,0,0,101,30,12,11,6,30,1,0,0,1,3,1,10,10
2005,971,1312,40,1,0,0,118,39,10,14,4,32,1,0,0,1,0,1,12,8
2005,972,1189.5,40,1,0,1,92,47,14,16,1,36,1,0,1,1,4,4,12,NA
2005,973,673,40,1,0,0,92,34,17,6,4,31,1,0,0,1,5,5,16,12
2005,974,945,45,1,0,1,79,39,12,19,15,37,1,0,0,0,3,2,9,8
2005,975,555,50,1,0,1,84,31,10,23,13,38,1,0,0,0,5,1,NA,9
2005,976,0,0,0,0,1,92,47,14,16,1,36,1,0,1,1,4,4,12,NA
2005,977,1000,40,1,0,0,93,32,11,16,14,34,1,0,0,1,1,NA,12,8
2005,978,1374,40,1,0,1,97,38,12,16,1,36,1,0,0,1,1,2,8,12
2005,979,984,40,1,0,0,108,39,13,17,18,37,1,0,0,1,4,1,15,8
2005,980,900,38,1,0,0,106,40,12,10,19,38,1,0,1,1,7,NA,3,2
2005,981,1500,40,1,0,0,101,38,13,13,2,32,1,0,1,1,5,3,12,8
2005,982,1270.5,30,1,0,1,113,30,15,9,8,29,0,0,0,1,3,1,12,16
2005,983,390,40,1,0,1,86,28,10,15,12,31,1,0,1,0,0,1,6,NA
2005,984,494,40,1,0,0,74,30,12,16,4,34,1,1,1,0,5,NA,NA,NA
2005,985,1058,40,1,0,0,85,48,12,18,19,35,1,0,0,1,2,1,9,12
2005,986,733.5,45,1,0,1,89,47,12,17,2,38,1,0,0,1,0,1,12,NA
2005,987,392.25,43,1,0,1,119,37,13,9,2,30,1,0,0,0,4,1,14,NA
2005,988,788,40,1,0,0,99,20,12,10,10,28,1,0,1,1,4,5,10,3
2005,989,1039,40,1,0,0,113,49,14,12,8,34,1,0,0,1,1,2,16,14
2005,990,865,40,1,0,0,110,35,16,1,11,31,1,0,0,1,3,1,9,12
2005,991,865,40,1,0,0,85,44,13,4,9,34,1,0,1,1,3,3,8,8
2005,992,1154,45,1,0,0,111,37,15,13,1,36,1,0,0,0,2,3,14,5
2005,993,678.75,40,1,0,1,102,31,12,17,4,37,1,0,0,0,5,5,12,12
2005,994,758,38,1,0,0,126,42,16,10,8,28,0,0,0,1,2,2,12,12
2005,995,0,0,0,0,1,88,32,12,16,7,38,1,0,0,1,3,2,2,5
2005,996,1205,40,1,0,0,86,32,10,13,0,32,1,1,0,1,5,5,8,NA
2005,997,894,40,1,0,0,104,35,18,7,10,35,1,0,1,0,7,8,9,8
2005,998,1621.5,40,1,0,1,116,38,15,9,4,31,1,0,0,1,2,1,12,17
2005,999,1500,40,1,0,0,123,43,16,9,12,32,1,0,1,1,1,1,12,14
2005,1000,431.25,40,1,0,1,85,32,13,6,1,30,1,0,0,0,1,2,13,12
2005,1001,243.75,40,1,0,1,93,44,14,10,1,33,1,1,1,1,1,NA,16,NA
2005,1002,937.5,40,1,0,1,78,36,12,16,3,33,1,0,0,1,9,NA,6,2
2005,1003,624,40,1,0,0,92,40,10,18,10,36,1,0,1,0,2,3,10,6
2005,1004,1161,40,1,0,0,99,43,13,16,18,36,1,0,0,1,0,1,12,8
2005,1005,0,0,0,0,1,97,45,12,15,1,38,1,0,1,0,3,4,NA,NA
2005,1006,879,40,1,0,0,118,41,18,1,9,31,1,0,0,1,1,2,13,13
2005,1007,0,0,0,0,0,105,34,17,7,11,30,1,0,0,1,3,1,12,12
2005,1008,0,0,0,0,1,99,26,12,13,12,29,1,1,1,1,8,6,9,12
2005,1009,1417,48,1,0,0,125,41,17,9,4,34,1,0,0,1,3,1,13,12
2005,1010,1000,40,1,0,0,72,20,12,16,9,34,1,0,0,1,3,4,12,12
2005,1011,0,0,0,0,1,85,32,13,6,1,30,1,0,0,0,1,2,13,12
2005,1012,1004.25,38,1,0,1,96,42,12,8,9,33,1,0,0,1,0,1,12,11
2005,1013,945,40,1,0,0,87,41,12,12,13,38,1,0,1,1,2,2,8,NA
2005,1014,571,40,1,0,0,66,20,9,15,10,33,1,0,1,0,5,1,8,6
2005,1015,0,0,0,0,1,115,38,17,7,9,31,1,0,1,1,2,1,12,16
2005,1016,700,40,1,0,0,73,23,12,17,9,38,1,1,1,0,8,3,NA,NA
2005,1017,850,43,1,0,0,113,26,12,7,3,28,1,0,0,1,1,2,8,12
2005,1018,412.5,40,1,0,1,95,34,12,14,13,31,1,0,1,0,0,1,5,5
2005,1019,586,56,1,0,0,98,41,11,18,16,35,1,0,1,1,2,2,NA,6
2005,1020,865,40,1,0,0,95,34,12,15,11,32,0,0,0,1,3,1,9,8
2005,1021,741,48,1,0,1,91,39,12,15,15,36,1,0,1,1,1,2,8,8
2005,1022,548,40,1,0,0,86,22,11,7,0,33,1,1,0,1,5,2,11,NA
2005,1023,685,40,1,0,0,93,27,12,17,7,38,0,0,1,1,6,6,8,3
2005,1024,232.5,40,1,0,1,104,37,13,10,0,33,0,0,0,0,2,1,14,8
2005,1025,675,40,1,0,1,78,21,12,16,5,33,1,1,0,1,4,1,7,6
2005,1026,485,40,1,0,0,89,24,12,10,9,30,0,0,1,0,4,3,12,18
2005,1027,750,60,1,0,0,74,23,10,13,9,30,1,0,0,1,4,2,11,9
2005,1028,729,60,1,0,0,80,31,11,16,15,34,1,0,0,1,6,1,12,6
2005,1029,950,60,1,0,0,98,36,11,13,6,31,1,0,0,1,2,1,12,12
2005,1030,500,40,1,0,0,83,39,12,18,11,36,1,1,1,1,0,1,7,NA
2005,1031,624.75,60,1,0,1,101,47,12,15,12,37,1,0,0,1,5,2,12,NA
2005,1032,681.75,55,1,0,1,97,39,11,17,5,35,1,0,0,1,7,3,NA,NA
2005,1033,1111,40,1,0,0,103,33,14,13,13,31,1,0,0,0,6,3,14,12
2005,1034,396,55,1,0,1,116,40,18,5,9,30,1,0,0,1,4,5,12,12
2005,1035,711,45,1,0,0,110,38,16,8,5,32,1,0,1,1,3,2,13,12
2005,1036,0,0,0,0,1,114,55,18,12,7,38,1,0,0,1,2,NA,12,16
2005,1037,0,0,0,0,1,104,34,12,6,2,30,1,0,0,1,3,2,8,12
2005,1038,809,65,1,0,0,125,32,12,11,10,29,1,0,0,1,0,1,12,12
2005,1039,477,45,1,0,0,100,33,12,9,3,31,1,0,1,0,3,3,7,7
2005,1040,686,55,1,0,0,106,38,10,15,3,36,1,0,1,1,4,5,14,10
2005,1041,350,40,1,0,0,74,24,12,14,3,32,1,0,0,1,4,2,10,13
2005,1042,651,40,1,0,0,76,30,11,11,2,29,1,1,0,1,7,7,10,11
2005,1043,367.5,49,1,0,1,82,33,18,7,8,31,0,0,0,1,2,NA,12,9
2005,1044,735,40,1,0,1,101,41,12,4,12,36,1,0,0,1,1,NA,6,9
2005,1045,0,0,0,0,0,114,50,18,8,14,38,1,0,0,1,2,3,8,NA
2005,1046,1089,45,1,0,1,115,45,17,1,7,30,1,0,0,1,3,1,12,14
2005,1047,729.75,36,1,0,1,81,33,13,11,5,32,1,0,1,1,0,1,6,9
2010,1,1446.37862220887,40,1,0,1,105,42,12,13,18,42,1,0,1,1,3,4,NA,NA
2010,2,0,0,0,1,0,85,32,14,9,9,33,1,1,1,1,5,1,7,NA
2010,3,956.09342489919,40,1,0,1,112,24,14,10,7,34,1,0,0,1,4,2,12,12
2010,4,1376.73708574259,45,1,0,1,103,30,16,8,3,39,1,0,0,1,3,1,NA,NA
2010,5,654.090458073821,40,1,0,1,69,18,9,21,15,43,1,1,1,1,8,6,6,NA
2010,6,1360.20861800372,40,1,1,1,95,36,12,8,18,43,1,0,1,0,3,1,12,8
2010,7,903.719943756284,50,1,1,1,108,46,12,10,5,34,1,0,0,1,5,6,10,11
2010,8,1444.84735328214,46,1,0,1,102,37,12,15,17,42,1,0,0,0,3,2,12,10
2010,9,1283.23927254945,40,1,0,0,89,40,12,21,11,43,1,0,1,1,7,7,1,4
2010,10,1225.16945838679,46,1,0,1,110,37,12,9,19,43,1,0,0,0,1,1,NA,12
2010,11,1156.15510463914,40,1,0,0,112,47,14,19,5,40,1,0,0,1,4,1,12,10
2010,12,1640.68518533463,50,1,1,1,105,37,10,21,6,40,1,0,0,1,1,2,6,8
2010,13,0,0,0,1,1,108,46,14,11,9,38,1,0,0,1,1,2,14,14
2010,14,1578.69316901703,40,1,0,0,117,25,13,9,4,33,1,0,0,1,3,2,12,12
2010,15,778.322407059531,45,1,0,0,100,39,18,9,8,35,0,0,0,0,1,NA,12,12
2010,16,748.564930681256,38,1,0,1,85,36,12,17,8,37,1,1,1,1,6,NA,2,8
2010,17,0,60,0,0,1,111,37,18,6,10,39,1,0,0,0,3,1,12,11
2010,18,1550.67106732592,40,1,1,1,103,34,12,12,7,34,1,0,0,1,4,2,12,10
2010,19,864.695998314273,40,1,0,1,101,41,16,9,12,40,0,0,0,1,3,4,16,14
2010,20,0,0,0,1,1,117,40,17,8,5,34,1,0,0,0,3,3,12,NA
2010,21,776.176499239686,55,1,0,1,120,49,18,10,15,37,0,0,0,1,1,1,11,8
2010,22,1096.38510556578,40,1,0,0,72,36,11,20,13,43,1,0,0,1,2,3,10,8
2010,23,1138.10192619108,40,1,1,1,88,34,12,15,3,37,1,1,1,1,7,7,7,6
2010,24,840.428979898146,40,1,0,1,85,26,12,13,16,35,1,1,1,0,8,5,6,0
2010,25,985.963693176753,50,1,0,1,114,41,12,8,15,36,1,0,0,1,2,1,12,10
2010,26,0,0,0,0,0,86,22,11,7,0,38,1,1,0,1,5,2,11,NA
2010,27,807.377469806914,55,1,0,1,132,37,13,9,6,38,1,0,0,0,2,1,13,16
2010,28,0,0,0,0,1,97,29,12,11,11,36,1,0,0,0,3,1,12,11
2010,29,1076.5062791151,40,1,1,1,95,37,12,20,15,38,1,0,0,0,2,1,12,12
2010,30,1618.36461788929,38,1,1,0,88,36,16,10,11,37,0,0,0,1,2,1,12,12
2010,31,1022.93010576859,40,1,0,0,106,34,12,4,7,34,1,0,0,1,1,2,8,7
2010,32,1092.71672695522,40,1,0,1,105,45,12,23,14,43,1,0,0,1,1,1,12,12
2010,33,1385.77415850211,40,1,0,1,120,50,16,14,15,42,1,0,0,1,1,2,17,13
2010,34,850.964773527522,55,1,0,1,100,27,12,22,6,39,0,0,0,1,2,2,8,NA
2010,35,1414.35956758164,60,1,0,0,102,54,17,8,16,37,0,0,1,1,2,2,12,11
2010,36,909.269176365142,44,1,1,0,96,26,16,12,11,37,1,1,1,1,1,2,10,NA
2010,37,1743.39968961018,40,1,0,0,90,44,16,11,17,43,1,0,0,1,1,1,12,12
2010,38,1002.21734411056,48,1,1,0,137,36,13,15,13,38,1,0,0,0,5,6,12,NA
2010,39,1351.64817195509,40,1,1,0,89,28,12,7,7,34,1,0,0,1,2,NA,8,6
2010,40,0,0,0,0,0,114,50,18,8,14,43,1,0,0,1,2,3,8,NA
2010,41,0,60,0,1,1,67,38,12,15,2,39,1,1,1,0,3,NA,8,NA
2010,42,703.365951058109,40,1,0,1,74,29,12,20,5,41,1,1,1,1,3,NA,9,NA
2010,43,995.347517390488,40,1,1,1,73,28,10,19,7,41,1,0,0,1,5,6,NA,NA
2010,44,1176.67961987525,40,1,0,0,97,42,12,19,8,39,1,0,1,0,5,1,10,8
2010,45,1248.03049631486,50,1,0,0,107,30,16,12,11,38,1,0,0,1,6,4,9,8
2010,46,0,0,0,0,0,102,32,14,8,7,34,1,0,1,0,1,1,16,16
2010,47,1034.11299805941,48,1,0,0,103,37,12,7,6,35,1,0,0,1,4,4,10,NA
2010,48,1905.04833057662,40,1,0,0,109,44,16,10,13,41,1,0,0,1,1,2,8,8
2010,49,989.098259254055,40,1,0,1,120,44,16,16,15,42,1,0,0,0,5,4,12,4
2010,50,793.141417419637,40,1,0,0,109,27,13,13,7,34,1,0,0,0,2,2,12,12
2010,51,1218.75603660625,40,1,0,0,90,41,12,4,14,41,1,0,0,0,2,3,12,NA
2010,52,0,0,0,0,0,91,40,12,11,4,37,1,0,1,0,0,1,6,8
2010,53,0,40,0,1,0,128,43,16,7,1,38,1,0,1,1,0,1,18,NA
2010,54,1127.15549712738,60,1,0,1,106,46,18,11,4,42,1,0,0,1,3,3,14,18
2010,55,893.407581177964,47,1,0,0,122,40,18,6,16,39,1,0,0,1,3,3,8,6
2010,56,645.190027552555,40,1,0,1,105,27,15,10,4,36,1,0,0,0,3,NA,14,12
2010,57,902.474146365166,50,1,0,0,92,49,15,12,7,43,1,1,0,1,0,1,8,8
2010,58,993.903122322252,55,1,0,0,106,40,15,10,8,36,0,0,0,1,1,NA,12,12
2010,59,973.605990470258,40,1,0,0,96,43,12,17,22,41,1,0,0,0,4,5,8,8
2010,60,665.61838693983,40,1,1,1,93,41,12,19,4,38,0,1,1,1,1,1,12,NA
2010,61,783.93777138299,45,1,1,1,115,43,12,17,3,37,1,0,0,1,1,2,12,11
2010,62,0,0,0,1,1,103,30,15,14,2,37,1,0,1,0,0,1,11,5
2010,63,0,40,0,1,1,67,35,12,16,5,41,1,1,1,1,6,NA,7,5
2010,64,1067.35394160737,44,1,1,0,109,25,12,16,12,33,1,0,1,0,1,1,NA,11
2010,65,1110.43219915284,40,1,0,0,121,30,16,8,7,33,1,0,0,0,1,NA,12,12
2010,66,1336.17059019329,40,1,0,0,114,50,18,8,14,43,1,0,0,1,2,3,8,NA
2010,67,1217.16430754191,40,1,0,1,119,38,17,5,3,39,0,0,0,1,0,1,12,14
2010,68,931.663482791616,50,1,0,1,124,43,16,9,18,39,1,0,0,1,2,2,9,11
2010,69,0,0,0,0,0,117,45,16,10,7,38,1,0,0,1,1,1,12,14
2010,70,1109.75182266149,40,1,1,1,124,41,13,7,12,37,1,0,0,1,0,1,NA,NA
2010,71,1932.42054351625,45,1,1,0,114,39,18,11,10,37,1,0,0,1,1,1,12,NA
2010,72,417.468902492983,50,1,0,1,100,40,12,6,10,42,1,0,0,0,2,2,8,7
2010,73,722.548015921932,40,1,0,0,96,31,11,20,4,40,1,0,1,1,2,1,12,7
2010,74,781.047306970488,40,1,0,0,106,43,17,13,11,38,0,1,1,1,3,2,13,16
2010,75,2243.65674604203,50,1,0,0,117,41,18,13,16,42,1,0,0,1,1,2,12,8
2010,76,483.922997200262,48,1,0,0,131,39,12,9,2,33,0,0,0,1,1,2,12,6
2010,77,1177.31730478079,40,1,1,1,106,42,10,19,13,39,1,0,0,1,2,1,7,10
2010,78,1364.04506506679,34,1,0,0,77,22,12,16,3,34,1,1,1,1,9,8,3,4
2010,79,1192.9223527085,40,1,0,1,106,35,13,11,16,36,1,0,0,1,0,1,15,12
2010,80,667.397070707519,40,1,0,0,83,37,12,9,4,42,1,0,1,1,4,3,10,11
2010,81,1262.47936869641,40,1,0,1,106,38,16,17,13,42,1,0,0,1,1,1,8,14
2010,82,1023.44929809611,40,1,0,0,104,32,12,15,4,39,1,0,1,1,4,3,8,3
2010,83,962.7060404395,40,1,0,1,96,34,16,12,3,36,0,0,1,1,4,2,12,7
2010,84,785.1645261583,45,1,0,1,98,31,12,19,12,38,0,0,0,0,3,4,10,8
2010,85,1441.43005987041,40,1,1,1,115,47,12,17,9,41,1,0,0,1,7,5,12,12
2010,86,930.626893860566,45,1,0,1,118,38,14,9,10,35,1,0,0,1,3,1,12,10
2010,87,904.82930613684,40,1,0,0,105,22,12,14,9,35,1,0,0,0,3,2,12,10
2010,88,1348.73636119197,40,1,0,0,108,42,13,13,11,38,1,0,0,0,4,1,16,16
2010,89,992.160761544337,45,1,1,1,95,38,15,21,11,42,1,0,0,1,1,2,16,16
2010,90,0,0,0,0,1,101,47,12,15,12,42,1,0,0,1,5,2,12,NA
2010,91,737.341313908656,43,1,0,0,84,24,12,17,12,36,1,0,1,0,4,3,8,6
2010,92,1181.76650699919,40,1,0,0,110,35,12,10,4,33,0,0,0,1,1,NA,13,13
2010,93,560.771082650959,36,1,0,0,91,20,12,10,4,35,0,0,0,1,1,NA,NA,NA
2010,94,1456.1531776153,40,1,1,1,118,33,16,8,7,34,0,0,0,1,2,1,16,12
2010,95,776.758338012903,58,1,0,0,113,29,16,12,1,35,1,0,0,1,2,2,12,9
2010,96,0,0,0,0,0,93,31,12,13,1,35,1,0,0,1,5,NA,NA,NA
2010,97,1196.42736074567,40,1,1,1,111,38,16,13,7,36,1,0,1,1,4,5,8,5
2010,98,1122.20004696298,40,1,0,0,108,40,17,9,13,40,1,0,0,1,3,2,14,9
2010,99,0,0,0,0,0,100,44,12,15,12,41,1,0,1,1,1,2,NA,NA
2010,100,1428.93587808604,50,1,0,1,108,51,16,9,5,41,1,0,0,1,1,2,12,10
2010,101,781.157576580523,40,1,1,1,67,22,12,15,13,35,1,1,1,0,7,2,8,9
2010,102,1053.86062868397,40,1,0,0,101,38,16,15,13,37,1,0,1,1,1,2,0,5
2010,103,969.786943164096,40,1,0,0,105,34,17,11,11,35,1,0,0,1,3,1,12,12
2010,104,955.865531326229,45,1,0,0,94,38,12,19,19,42,1,0,0,0,10,6,4,6
2010,105,522.308855240066,32,1,0,0,73,31,12,17,3,36,1,1,1,0,9,2,3,4
2010,106,1121.91189254271,47,1,0,0,92,41,12,16,20,43,1,0,0,0,12,1,8,4
2010,107,1578.31618553021,50,1,1,0,104,37,11,19,11,43,1,0,0,0,6,1,9,6
2010,108,1732.1342774014,40,1,1,0,93,36,11,21,20,42,0,0,0,1,2,2,8,8
2010,109,872.343775523046,40,1,0,0,68,38,12,11,21,40,1,0,1,0,5,2,12,8
2010,110,1912.14531052582,40,1,0,0,110,48,16,18,15,41,1,0,1,0,1,2,12,14
2010,111,837.014912915839,40,1,0,0,105,29,12,15,17,38,1,0,0,0,2,2,10,NA
2010,112,1016.92939118394,40,1,0,1,92,32,12,9,11,36,1,0,0,0,4,1,12,11
2010,113,1003.57638969652,25,1,0,0,75,37,13,14,3,43,1,0,1,1,0,1,12,10
2010,114,922.217720100206,45,1,0,1,98,41,18,12,7,36,1,0,1,1,2,2,8,12
2010,115,1106.32269785763,40,1,1,1,113,27,12,12,10,34,1,0,0,0,1,NA,12,12
2010,116,1657.44892152371,40,1,0,0,104,34,16,10,6,36,1,0,1,1,3,4,16,17
2010,117,943.234378008415,40,1,1,0,102,32,14,9,11,34,1,0,1,0,1,1,16,16
2010,118,430.979586007278,50,1,0,0,104,41,14,7,3,36,1,0,1,1,5,3,8,18
2010,119,670.074910121161,40,1,0,1,50,28,12,14,6,37,1,1,1,0,10,NA,3,NA
2010,120,989.531490423753,32,1,0,1,113,23,16,14,7,34,1,0,0,1,3,NA,16,12
2010,121,0,0,0,1,1,122,41,14,9,15,40,0,0,0,1,3,2,12,NA
2010,122,424.071755546092,45,1,0,1,90,35,10,22,11,39,1,0,1,1,2,1,9,9
2010,123,1404.54290498098,40,1,1,0,118,40,16,13,14,38,1,0,0,1,1,1,8,NA
2010,124,1062.22617431172,40,1,0,1,96,40,11,19,18,42,1,0,0,1,5,5,8,9
2010,125,820.239347138421,60,1,0,0,93,32,12,8,1,35,1,1,1,0,8,3,10,6
2010,126,1760.93044083378,50,1,0,0,98,41,14,16,7,40,1,0,0,1,1,1,12,12
2010,127,1275.70692409079,44,1,0,0,97,27,12,10,7,34,1,0,0,1,2,2,8,7
2010,128,891.813009289444,40,1,0,1,105,39,12,20,15,43,1,0,0,0,3,1,12,8
2010,129,951.44890311176,40,1,0,0,86,35,12,17,12,37,0,0,1,0,6,1,6,7
2010,130,636.100498108259,40,1,0,0,101,31,14,16,1,37,1,0,0,0,2,2,11,6
2010,131,1266.99725181117,40,1,1,1,120,38,16,12,1,34,0,0,1,1,1,1,12,12
2010,132,1256.94114440781,55,1,0,0,64,22,12,18,0,43,1,0,0,1,4,5,0,2
2010,133,1081.80349560586,50,1,1,1,97,34,11,20,6,42,1,0,0,0,2,1,NA,NA
2010,134,1306.83362046542,45,1,1,1,93,45,11,21,6,41,1,0,0,1,1,2,10,5
2010,135,887.540338050589,40,1,0,0,104,37,13,9,9,37,1,0,0,1,1,2,8,NA
2010,136,1717.78192766344,45,1,0,0,109,39,15,9,11,41,1,0,0,1,3,3,12,10
2010,137,642.161109541633,35,1,0,1,87,26,13,12,6,35,1,0,1,0,10,10,4,10
2010,138,691.590616572033,40,1,0,1,134,38,13,13,10,35,0,0,1,1,3,3,8,8
2010,139,1477.4126593995,50,1,1,1,96,34,12,20,16,40,1,0,0,1,2,1,12,8
2010,140,2415.04717467416,50,1,0,0,98,49,17,9,11,43,1,0,0,1,1,1,4,NA
2010,141,0,0,0,0,1,82,32,12,12,0,38,1,0,0,1,2,3,12,9
2010,142,1097.24692325691,40,1,0,1,85,50,12,20,11,43,1,0,0,0,4,1,12,NA
2010,143,1352.11202034957,40,1,0,0,118,37,16,12,14,37,1,0,1,0,0,1,12,10
2010,144,541.06171231844,45,1,0,1,77,22,12,15,13,33,1,1,1,0,9,NA,7,NA
2010,145,431.718164620815,40,1,1,1,89,24,14,9,6,35,1,1,1,1,3,1,13,NA
2010,146,1263.72240875247,48,1,1,1,109,43,12,16,16,40,1,0,0,1,2,2,11,6
2010,147,1667.58028923667,40,1,0,0,117,45,16,11,7,38,1,0,0,1,1,1,12,14
2010,148,1121.40051653605,40,1,0,1,129,33,14,10,5,37,0,0,0,1,6,7,8,9
2010,149,1030.04038131856,60,1,0,0,109,47,13,17,13,43,1,0,0,1,2,2,12,10
2010,150,888.287794385393,40,1,0,0,81,26,12,13,14,36,1,0,1,0,5,6,8,4
2010,151,1022.24378067056,40,1,0,0,122,38,16,12,6,36,0,0,1,1,3,3,12,8
2010,152,1123.9743054236,27,1,0,1,92,33,12,14,5,36,1,0,0,1,3,2,16,12
2010,153,773.024793549797,50,1,0,0,115,31,12,15,12,36,1,0,0,1,2,3,12,NA
2010,154,1120.60168181099,50,1,0,0,124,40,16,10,5,36,0,0,0,0,2,2,17,16
2010,155,630.611056157454,45,1,0,0,109,31,15,11,5,35,1,0,0,1,2,2,15,12
2010,156,348.910901574071,55,1,0,0,113,39,12,14,9,34,1,0,1,0,1,2,10,13
2010,157,543.556463811281,40,1,0,0,88,30,12,7,14,36,1,0,1,1,2,1,NA,7
2010,158,0,0,0,0,1,102,38,16,10,1,34,1,0,0,1,3,1,12,12
2010,159,0,0,0,1,1,74,27,11,14,5,39,1,0,0,1,10,6,6,11
2010,160,892.176488097302,40,1,0,1,126,44,14,12,3,36,0,0,0,1,3,NA,8,NA
2010,161,2037.66279413959,40,1,1,1,110,40,13,13,17,34,1,1,1,1,1,2,7,9
2010,162,0,0,0,1,1,118,47,16,9,9,39,1,0,0,1,1,1,12,12
2010,163,1426.36499524896,40,1,0,0,92,37,13,25,14,43,1,1,0,1,6,6,12,NA
2010,164,1905.50571429975,50,1,1,1,80,27,11,13,12,33,1,0,0,0,5,1,12,11
2010,165,1855.2716808276,40,1,1,1,74,18,12,16,2,38,1,1,1,1,9,6,3,4
2010,166,0,0,0,0,0,110,35,16,15,1,43,1,0,0,0,2,1,NA,NA
2010,167,0,0,0,0,0,94,33,12,20,4,42,1,0,0,0,1,1,12,7
2010,168,985.626927322861,40,1,0,0,93,31,12,13,3,35,1,0,0,1,5,NA,NA,NA
2010,169,1467.21456192849,50,1,1,0,128,46,16,12,2,38,0,0,0,0,3,1,10,9
2010,170,921.75321414945,40,1,0,0,94,18,12,17,4,42,1,1,0,1,7,3,8,8
2010,171,1998.62723231355,37,1,0,0,119,41,15,12,9,38,0,0,0,1,1,1,12,18
2010,172,977.458135709944,48,1,0,0,91,39,12,16,6,43,1,0,0,1,1,2,10,8
2010,173,0,0,0,0,0,95,27,12,16,5,40,1,0,1,1,2,3,12,14
2010,174,738.793329996908,40,1,1,1,90,36,10,15,3,37,1,1,0,1,5,3,8,NA
2010,175,1075.19444285267,44,1,0,0,105,29,14,8,11,34,1,0,0,1,3,1,12,NA
2010,176,762.469858547275,40,1,0,0,99,25,12,19,16,39,0,0,0,0,1,1,12,12
2010,177,0,43,0,0,0,84,33,13,10,1,34,1,0,0,1,3,3,11,11
2010,178,1591.00575453527,65,1,1,1,97,47,15,17,17,42,1,0,0,1,1,1,8,NA
2010,179,1126.63562823277,40,1,0,0,103,38,12,16,1,42,1,0,1,0,3,3,8,6
2010,180,715.887898215027,40,1,1,1,126,23,16,11,1,35,1,0,0,1,7,5,12,12
2010,181,1049.12915737222,40,1,0,1,94,40,14,15,15,39,1,0,0,1,0,1,15,9
2010,182,1804.52739973686,40,1,0,0,90,35,12,15,2,35,1,0,0,1,3,3,12,12
2010,183,1648.49764415984,45,1,0,0,112,41,16,6,7,36,0,0,1,1,2,2,12,12
2010,184,841.20092249013,36,1,0,1,116,37,12,13,11,33,1,0,1,1,1,2,9,12
2010,185,802.154782682778,40,1,0,1,85,30,12,16,11,42,1,1,1,1,7,4,12,NA
2010,186,962.971321116611,61,1,1,1,96,38,12,17,7,39,1,0,0,1,2,NA,12,13
2010,187,890.006019877124,40,1,1,1,100,31,14,12,4,35,1,0,0,0,3,3,12,12
2010,188,1098.74808462017,40,1,1,1,122,41,14,13,19,40,0,0,0,1,3,2,12,NA
2010,189,2095.05015284863,40,1,1,1,117,28,12,13,5,35,1,0,0,1,3,3,10,10
2010,190,0,0,0,1,1,132,37,13,8,2,38,1,0,0,0,2,1,13,16
2010,191,990.937900841049,40,1,0,0,83,27,12,7,11,37,1,1,1,0,7,1,10,6
2010,192,1255.58694723458,55,1,0,0,120,39,12,10,11,37,1,0,0,1,3,2,12,10
